Data,Temperatura,Humidade
21/04/2023 02:00:00 -03:00,24.1,99
21/04/2023 03:00:00 -03:00,23.7,99
21/04/2023 04:00:00 -03:00,23.3,99
21/04/2023 05:00:00 -03:00,23.1,99
21/04/2023 06:00:00 -03:00,24.3,99
21/04/2023 07:00:00 -03:00,28.3,88.6
21/04/2023 08:00:00 -03:00,29.7,81.6
21/04/2023 09:00:00 -03:00,30.7,74.2
21/04/2023 10:00:00 -03:00,30.8,73.8
21/04/2023 11:00:00 -03:00,31.1,72.7
21/04/2023 12:00:00 -03:00,30.6,74.1
21/04/2023 13:00:00 -03:00,29.9,77
21/04/2023 14:00:00 -03:00,30.4,72.4
21/04/2023 15:00:00 -03:00,29.8,76.3
21/04/2023 16:00:00 -03:00,28.6,80.4
21/04/2023 17:00:00 -03:00,27.8,84.3
21/04/2023 18:00:00 -03:00,27.2,86.6
21/04/2023 19:00:00 -03:00,27.1,86.3
21/04/2023 20:00:00 -03:00,27.3,83.9
21/04/2023 21:00:00 -03:00,27,84.2
21/04/2023 22:00:00 -03:00,27,83.9
21/04/2023 23:00:00 -03:00,27,85.4
22/04/2023 00:00:00 -03:00,27.1,83.8
22/04/2023 01:00:00 -03:00,26.8,84.2
22/04/2023 02:00:00 -03:00,26.8,85
22/04/2023 03:00:00 -03:00,26.7,84.5
22/04/2023 04:00:00 -03:00,26.4,84.2
22/04/2023 05:00:00 -03:00,26.6,80.9
22/04/2023 06:00:00 -03:00,27.7,76.1
22/04/2023 07:00:00 -03:00,28.6,76.2
22/04/2023 08:00:00 -03:00,28.2,81.3
22/04/2023 09:00:00 -03:00,29.9,73.3
22/04/2023 10:00:00 -03:00,30.2,71.4
22/04/2023 11:00:00 -03:00,30.5,71.2
22/04/2023 12:00:00 -03:00,30.6,71.3
22/04/2023 13:00:00 -03:00,30.9,71.2
22/04/2023 14:00:00 -03:00,30,75.8
22/04/2023 15:00:00 -03:00,29,79.9
22/04/2023 16:00:00 -03:00,28.3,81.6
22/04/2023 17:00:00 -03:00,27.2,87.8
22/04/2023 18:00:00 -03:00,26.8,90.5
22/04/2023 19:00:00 -03:00,25.9,95.8
22/04/2023 20:00:00 -03:00,26.3,93.6
22/04/2023 21:00:00 -03:00,27.4,86.2
22/04/2023 22:00:00 -03:00,27.5,84.8
22/04/2023 23:00:00 -03:00,27.4,83.6
23/04/2023 00:00:00 -03:00,27.3,82.3
23/04/2023 01:00:00 -03:00,26.9,83
23/04/2023 02:00:00 -03:00,26.3,85.7
23/04/2023 03:00:00 -03:00,25.9,88.4
23/04/2023 04:00:00 -03:00,24.2,96.4
23/04/2023 05:00:00 -03:00,23.8,98.6
23/04/2023 06:00:00 -03:00,25.4,93.4
23/04/2023 07:00:00 -03:00,27.5,86.1
23/04/2023 08:00:00 -03:00,28.2,84.9
23/04/2023 09:00:00 -03:00,29.8,79.2
23/04/2023 10:00:00 -03:00,30.1,76.7
23/04/2023 11:00:00 -03:00,30.6,74.6
23/04/2023 12:00:00 -03:00,30.4,74.4
23/04/2023 13:00:00 -03:00,30.3,73.9
23/04/2023 14:00:00 -03:00,30.3,74.8
23/04/2023 15:00:00 -03:00,29.8,76.7
23/04/2023 16:00:00 -03:00,28.8,78
23/04/2023 17:00:00 -03:00,27.4,83.2
23/04/2023 18:00:00 -03:00,25.8,89.8
23/04/2023 19:00:00 -03:00,25.8,91.8
23/04/2023 20:00:00 -03:00,25.9,92.5
23/04/2023 21:00:00 -03:00,25.1,95.9
23/04/2023 22:00:00 -03:00,25,97
23/04/2023 23:00:00 -03:00,24.5,99
24/04/2023 00:00:00 -03:00,24.2,99
24/04/2023 01:00:00 -03:00,24,99
24/04/2023 02:00:00 -03:00,23.6,99
24/04/2023 03:00:00 -03:00,23.6,99
24/04/2023 04:00:00 -03:00,23.7,99
24/04/2023 05:00:00 -03:00,23.8,99
24/04/2023 06:00:00 -03:00,24.5,99
24/04/2023 07:00:00 -03:00,26.5,93.1
24/04/2023 08:00:00 -03:00,27,89.9
24/04/2023 09:00:00 -03:00,27.3,90.6
24/04/2023 10:00:00 -03:00,27.7,89.9
24/04/2023 11:00:00 -03:00,29.1,83.6
24/04/2023 12:00:00 -03:00,29.8,80.7
24/04/2023 13:00:00 -03:00,29.7,79.6
24/04/2023 14:00:00 -03:00,30.1,77
24/04/2023 15:00:00 -03:00,29.5,79.7
24/04/2023 16:00:00 -03:00,27.8,84.5
24/04/2023 17:00:00 -03:00,27.1,89
24/04/2023 18:00:00 -03:00,26.8,90.2
24/04/2023 19:00:00 -03:00,26.2,93.2
24/04/2023 20:00:00 -03:00,25.8,94.6
24/04/2023 21:00:00 -03:00,25.1,96.4
24/04/2023 22:00:00 -03:00,24.7,97.2
24/04/2023 23:00:00 -03:00,24.4,97.6
25/04/2023 00:00:00 -03:00,24,98.3
25/04/2023 01:00:00 -03:00,23.8,99
25/04/2023 02:00:00 -03:00,23.7,99
25/04/2023 03:00:00 -03:00,23.9,99
25/04/2023 04:00:00 -03:00,23.8,99
25/04/2023 05:00:00 -03:00,23.8,99
25/04/2023 06:00:00 -03:00,24.7,98.2
25/04/2023 07:00:00 -03:00,27,91.2
25/04/2023 08:00:00 -03:00,28.7,85.1
25/04/2023 09:00:00 -03:00,29.9,81.2
25/04/2023 10:00:00 -03:00,30.2,79.9
25/04/2023 11:00:00 -03:00,31,75.7
25/04/2023 12:00:00 -03:00,31.2,74.6
25/04/2023 13:00:00 -03:00,30.3,74
25/04/2023 14:00:00 -03:00,30.8,74.6
25/04/2023 15:00:00 -03:00,29.5,77.9
25/04/2023 16:00:00 -03:00,28.7,83
25/04/2023 17:00:00 -03:00,26.8,92.5
25/04/2023 18:00:00 -03:00,26.1,97.5
25/04/2023 19:00:00 -03:00,25.8,98.5
25/04/2023 20:00:00 -03:00,25.8,97.9
25/04/2023 21:00:00 -03:00,25.9,96.4
25/04/2023 22:00:00 -03:00,25.3,98.1
25/04/2023 23:00:00 -03:00,24.7,99
26/04/2023 00:00:00 -03:00,24.4,99
26/04/2023 01:00:00 -03:00,24.1,99
26/04/2023 02:00:00 -03:00,23.5,99
26/04/2023 03:00:00 -03:00,23.7,99
26/04/2023 04:00:00 -03:00,23.9,99
